"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_no_mandate_city","population","citation_url","lat","long"
"Jerseyville","IL","US","The off street parking and loading requirements do not apply to any new buildings or structures or any existing building or structure which is enlarged or increased in capacity when those buildings or structures are located within the area bounded by Pine Street; Jefferson Street; Prairie Street; and Washington Street.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,8289,"https://parkingreform.org/mandates-map/city_detail/Jerseyville_IL.html",39.1200471,-90.3284479
"Johnson","AR","US","Nonresidential uses are exempt from minimum parking requirements. Residential parking requirements may be reduced through the provision of frequent transit, motorcycle and scooter spaces, bike parking, or on-street parking.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","Citywide","Commercial, Industrial, Other","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,3609,"https://parkingreform.org/mandates-map/city_detail/Johnson_AR.html",36.133483,-94.162957
"Johnson City","TN","US","The B-2 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,71046,"https://parkingreform.org/mandates-map/city_detail/JohnsonCity_TN.html",36.3134398,-82.3534728
"Johnson Creek","WI","US","Within the Central Business (CB) District, the parking requirements may be waived with the provision of a payment for common public parking areas in downtown.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,3318,"https://parkingreform.org/mandates-map/city_detail/JohnsonCreek_WI.html",43.076113,-88.7742707
"Johnston City","IL","US","The B-2 Primary Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,3348,"https://parkingreform.org/mandates-map/city_detail/JohnstonCity_IL.html",37.8206053,-88.9275695
"Joliet","IL","US","All uses, except for residential uses of any kind, in the area indicated as the ""Central Business District"" on the Official Zoning Map are exempt from all off-street parking space requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,150362,"https://parkingreform.org/mandates-map/city_detail/Joliet_IL.html",41.5263603,-88.0840212
"Jonesboro","IL","US","The B-1 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,1711,"https://parkingreform.org/mandates-map/city_detail/Jonesboro_IL.html",37.4517163,-89.2681402
"Jonesboro","AR","US","There are no minimum off-street parking requirements for uses located in the C-1 Downtown Core Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,78576,"https://parkingreform.org/mandates-map/city_detail/Jonesboro_AR.html",35.8272257,-90.6949871
"Jonesboro","LA","US","Minimum parking requirements are waived in the B-3 downtown development district.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 5, 2024, 1:58:01 PM PST",0,4106,"https://parkingreform.org/mandates-map/city_detail/Jonesboro_LA.html",32.241538,-92.7154376
"Joplin","MO","US","No parking is required in the C-2 Central Business District. In all districts, reductions are allowed for on-street parking, bike parking, and nearby public parking. No non-residential use may provide more than 150% of the minimum required parking.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Sam Anselm","","November 28, 2023, 11:47:04 AM PST",0,50925,"https://parkingreform.org/mandates-map/city_detail/Joplin_MO.html",37.08418,-94.51323
"Joy","IL","US","Single-family dwellings are exempt from parking mandates.","Implemented","Eliminate Parking Minimums","Citywide","Residential","Samuel Deetz","","January 18, 2024, 8:25:54 PM PST",0,372,"https://parkingreform.org/mandates-map/city_detail/Joy_IL.html",41.1967002,-90.8804201
"Junction City","KS","US","No off-street parking is required for any structure in the ""CC"" Commercial District except multiple-family residences and businesses over fifteen thousand (15,000) square feet of floor area.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Low Density (SF) Residential","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,22932,"https://parkingreform.org/mandates-map/city_detail/JunctionCity_KS.html",39.0286093,-96.8313978
"Juneau","WI","US","The B-2 central business district is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,2658,"https://parkingreform.org/mandates-map/city_detail/Juneau_WI.html",43.4055504,-88.7051037
"Juneau","AK","US","No parking is required within the area bound by Gastineau Avenue, Fourth Street, Seward Street, Gastineau Channel, 490 South Franklin Street, and Layton Way. In the Town Center parking area, requirements are reduced and a fee in-lieu of parking may be provided instead.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","February 15, 2024, 9:52:16 AM PST",0,32255,"https://parkingreform.org/mandates-map/city_detail/Juneau_AK.html",58.3019496,-134.419734
"Kalamazoo","MI","US","Lots located in the Downtown Exempt Parking Area and zoned Neighborhood Node are exempt from parking requirements as well as commercial uses up to 2,000 square feet, and not located in the Community Commercial (CC) district. Parking requirements may be reduced through on-street parking, and bike parking citywide and are reduced by right for lots in the Commercial Node District. Parking maximums apply to all uses.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District, Citywide","All Uses, Commercial","Samuel Deetz","","January 22, 2024, 12:34:03 PM PST",0,73598,"https://parkingreform.org/mandates-map/city_detail/Kalamazoo_MI.html",42.291707,-85.5872286
"Kalamazoo Charter Township","MI","US","Parking maximums are set at 125% of the minimums, except for single-family dwellings.","Implemented","Parking Maximums","Citywide","Commercial, Industrial, Other, Multi-Family Residential","Samuel Deetz","","March 22, 2024, 9:29:09 AM PDT",0,22777,"https://parkingreform.org/mandates-map/city_detail/KalamazooCharterTownship_MI.html",42.310823299999996,-85.62478499222624
"Kaleva","MI","US","Parking maximums are set at 15% above the minimums.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","January 4, 2024, 10:40:33 AM PST",0,507,"https://parkingreform.org/mandates-map/city_detail/Kaleva_MI.html",44.373337,-86.01036
"Kalispell","MT","US","Property located within Parking District No. 3 is not required to provide any off-street parking. Parking requirements are reduced in Parking District No. 1, Parking District No. 2, and the B-3 (Core Area – Business) District. Parking requirements may be reduced for any use citywide by providing bike parking.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,24558,"https://parkingreform.org/mandates-map/city_detail/Kalispell_MT.html",48.202158,-114.315321
"Kalkaska","MI","US","On May 26, 2022, Kalkaska adopted a new zoning code, which eliminated parking minimums citywide and implemented parking maximums.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","May 26, 2022","January 3, 2024, 10:26:04 AM PST",1,2132,"https://parkingreform.org/mandates-map/city_detail/Kalkaska_MI.html",44.731332,-85.177927
"Kankakee","IL","US","Non-residential properties within the Downtown area zoned C-3 or properties zoned C-2 east of Washington, north of the Kankakee River, west of Indiana Avenue and south of Oak Street, as depicted in Figure 10-2, are not required to provide off-street parking. However, applications for new uses must provide the location of parking/loading spaces. Residential uses located within the Downtown are required to provide a minimum of 1 parking space per unit, irrespective of the number of bedrooms per unit. ","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,24052,"https://parkingreform.org/mandates-map/city_detail/Kankakee_IL.html",41.1200325,-87.8611531
"Kankakee County","IL","US","When the application of the off-street parking regulations results in a requirement of not more than three spaces on a single lot in a commercial district, such parking spaces need not be provided, although when two or more uses are located on a lot only one of the uses may be eligible for the exemption. This exemption does not apply to dwelling units.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,107502,"https://parkingreform.org/mandates-map/city_detail/KankakeeCounty_IL.html",41.1253903,-87.848682
"Kansas City","MO","US","There are no parking mandates in the downtown core and various levels of exemption for commercial and residential uses in several adjacent districts.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","","","November 28, 2023, 11:47:04 AM PST",0,495327,"https://parkingreform.org/mandates-map/city_detail/KansasCity_MO.html",39.100105,-94.5781416
"Kassel","HE","DE","Parking space regulations were allowed to expire at the end of September 2023. While there are no specific requirements, a project may still be required to provide parking as part of the approval process and the state building code requires a ""suitable"" number of parking spaces.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Samuel Deetz","Oct 1, 2023","May 3, 2024, 7:29:20 PM PDT",0,204202,"https://parkingreform.org/mandates-map/city_detail/Kassel_HE.html",51.3154546,9.4924096
